DownSt_NW,vet_1recodecol,vet_2recodecol,Area618,AreaSE618,Longitude,DownSt_South,UnionDum,pen_bnkil_dum,Area4,id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_pres_oba,app_ussen_dur,fix_deficit_il,cuts_K12,cuts_he,cuts_uni31,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_gas10,tax_services,gamble_exp,tax_ret_inc,tax_ret_inc50K,tax_inc_temp,tax_temp_inc45,tax_inc_mil,tax_inc_grad,frack_know,frack_safe,frack_bene,grow_dt,safe_walk,mod_trans,mod_trans_other,prefer_cars,local_food,vet_greatest,vet_greatest_other,vet_2ndgreat,vet_2ndgreat_other,news_social,news_nat_paper,news_loc_paper,news_nat_tv,news_loc_tv,news_nat_radio,news_loc_radio,news_online_cons,news_online_libs,social_shrviews,pens_bnkrpt_il,pens_bnkrpt_chi,abort_leg,lg_rights,feel_priv_union,feel_pub_unioin,feel_muslims,feel_lds,education,ideology2,party_leans,employ_time,employ_type,retired_type,union,relig_often,relig_1,relig_2,born_again,vet_you,vet_family,zip,age_cat,birth_yr,rac_eth1,rac_eth_other,neighborhood,hhinc1,party_aff1,ideology,vet_self,vet_dum_ue,vet_dum_underem,vet_dum_ptsd,vet_dum_va,vet_dum_phy,vet_dum_vbi,vet_dum_homeless,vet_dum_tech,vet_dum_college,vet_dum_sui,vet_dum_drug,vet_dum_famrel,vet_dum_other,vet_dum_DKNR,vet_1recode,vet_2recode,vet_cc_econ,vet_cc_mental,vet_cc_health,vet_cc_va,vet_cc_edu,vet_cc_other,vet_cc_DKNR,vet_cc_respect,N3_cat,N4_cat,City,County,Latitude,Chicago,CollarCounty,Cook_NoChi,Chi_Suburbs,DownState,area_chi,area_suburbs,area_downstate,vet_family2,AreaCode,vet_va_health,app_rau_col,app_kirk_col,app_oba_col,app_dur_col,vet_you_fam,feel_priv_col,feel_pub_col,feel_mus_col,feel_lds_col,RE_Col,usa_1,rway_usa,rway_il,rway_local,N3_B,RE_W,N3_ORE,RE_B,N3_W,RE_ORE,Age_col,Age__1,Age__2,Age__3,Age__4,HHI_Col,BA_yes,Female,Emp__FT,Emp__PT,Emp__Ret,Emp__Not,Emp__DKNR,Dem,Ind,Rep,Party__DKNR,Lib,Mod,Con,vet_va_health2,Generation,hhinc,party_aff,rac_eth
1,3,1,0,0,88.07,0,0,1,2,018365,2,1, , ,1,1,2,3,2,1,2,9,4,4,5,1,2,2,2,2,2,2,2,1,1,2,2,1, ,1, ,1,1,1,3,2,3,1,1, ,1,2,4, ,1, ,0,7,1,7,5,1,7,0,0,3,1,1,1,1,2,3,5,5,5,2,2,1,1, ,2,5, ,9, ,5,1,60002,8,1957,1, ,8,9,1,1,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Antioch,Lake,42.47,0,1,0, , , , , ,1,847224,1,9,3,3,3,3,1,2,5,5,1,3, ,0,1,0,1,0,0,1,0,3,0,0,1,0, , ,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,9,1,1
1,3,9,0,0,87.72,0,0,0,2,019381,2,1, , ,1,1,1,2,2,1,4,1,4,4,5,3,2,2,2,2,2,2,2,3,2,1,1,2,2,1, ,1,1,1,2,3,2,2,1, ,2,3,4, ,14, ,0,1,7,0,4,3,4,0,0,3,2,2,3,2,2,1,2,5,5,6,1,3, ,1,2,1,1, ,2,2,2,60471,12,1939,1, ,1,4,1,9,1, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,1,1,Richton Park,Cook,41.48,0,0,1,1,0, , , ,2,708,1,1,3,3,3,2,1,1,1,5,1,2,0,0,1,1,1,0,0,0,0,4,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0, , , ,1,1,2,1,1
1,2,1,0,0,87.76,0,0,0,2,021245,2,1, , ,1,1,2,2,2,1,3,9,9,4,9,3,2,1,1,2,2,2,2,2,2,1,1,2,1,2,3,1,1,4,3,3,5,2,1, ,1,3,3, ,1, ,0,0,0,7,7,0,0,0,0,3,2,2,2,2,2,2,3,2,3,2,1,2,3, ,2,1,1, ,2,5,1,60459,7,1960,1, ,7,9,1,1,2,1, ,1, , , , , , , , , , , ,3,1,1,1,0,0,0,0,0,0,3,3,Burbank,Cook,41.74,0,0,1,1,0, , , ,1,708,0,9,9,3,9,3,1,1,2,1,1,2,0,0,1,0,1,0,0,1,0,3,0,0,1,0, ,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,2,9,1,1
 ,2,3,1,0,89.21,1,0,0,4,020854,3,1, , ,1,1,2,2,2,2,3,1,1,4,4,3,3,2,2,1,2,2,2,2,2,1,2,2,1,1, ,1,1,1,4,2,1,4,1, ,2,2,3, ,13,GENERAL HEALTHCARE,2,7,6,5,2,2,0,0,2,4,2,2,1,1,3,2,1,5,6,3,2,1,3, ,2,5, ,3, ,5,1,62901,8,1958,1, ,3,4,1,2,2, , ,1, , , , , , , , , ,1, ,3,15,0,1,1,0,0,0,0,0,1,1,Carbondale,Jackson,37.72,0,0,0, , , , , ,1,618,1,1,1,3,3,3,2,1,1,5,1,2,0,0,0,1,1,0,0,0,0,3,0,0,1,0,3, ,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,1
1,3,1,0,0,88.13,0,0,0,2,018465,2,2,1,1, ,1,2,3,2,1,2,3,4,2,4,3,2,2,2,2,2,3,2,2,2,1,1,2,1,2,4,1,1,4,5,3,3,1,1, ,1,2,4, ,1, ,7,0,1,7,7,0,0,2,2,1,2,2,2,1,2,1,2,2,5,2,6,1,1, ,2,1,1, ,2,5,1,60188,6,1969,1, ,7,6,3,1,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Carol Stream,Dupage,41.91,0,0,0, , , , , ,1,630,1,2,3,1,3,3,1,1,1,1,1,3, ,0,1,0,1,0,0,1,0,3,0,0,1,0,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,3,3,3,1
1,2,3,0,0,88.01,0,0,1,2,018807,2,2,1,1, ,1,2,2,2,1,2,3,4,1,2,3,2,2,2,2,1,2,2,1,2,2,1,2,1,1, ,1,2,4,5,3,4,4,1, ,1,3,3, ,4, ,0,7,7,7,5,0,0,0,0,3,1,1,2,2,2,3,3,2,3,3,4,3, ,1,2,3,1, ,1,5,2,60148,11,1940,1, ,7,9,2,2,2, , ,1,1, , , , , , , , , , ,3,4,0,1,0,1,0,0,0,0,3,3,Lombard,Dupage,41.87,0,0,0, , , , , ,2,630773312847,1,2,3,1,1,4,1,2,2,1,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1, ,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,9,2,1
 ,1,2,0,0,90.37,0,0,1,3,020154,3,1, , ,1,1,2,2,1,1,1,5,4,1,4,2,2,1,2,2,1,1,1,1,1,1,2,1, ,1, ,1,1,2,2,1,1,1,1, ,2,3,1, ,3, ,1,7,7,6,6,3,1,5,5,3,1,1,2,2,3,4,2,2,3,4,5,1,4, ,2,2,1, ,1,5,1,61401,9,1950,1, ,7,4,3,3,2,1, ,1, , , , , , , , , , , ,1,3,1,1,0,0,0,0,0,0,3,3,Galesburg,Knox,40.95,0,0,0, , , , , ,1,309217,0,3,3,1,3,3,2,2,1,1,1,2,0,1,1,0,1,0,0,1,0,3,0,0,1,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,1
 ,8,3,1,0,89.87,1,1,0,4,019904,3,2,1,1, ,1,1,3,2,1,4,9,4,1,4,2,2,2,1,1,2,2,1,1,2,2,1,1, ,2,4,1,1,3,1,1,1,2,1, ,1,2,13,COMMUNITY SERVICE; GET STUFF DONE,13,RETIREMENT,5,7,7,7,7,1,5,0,0,3,2,2,3,3,1,3,2,3,2,4,8,3, ,3,1,2,2, , ,5,2,62264,14,0,7, ,7,9,9,3,2, , , , , , , , , , , , ,1, ,13,17,0,0,0,1,0,1,0,0,3,3,New Athens,St Clair,38.31,0,0,0, , , , , ,2,618,1,9,3,1,3,4,1,2,1,2, ,3, ,0,1,0, ,0, ,1, , , , , , , , ,0,0,0,1,0,0, , , , ,0,0,1,1,0,9,9,7
 ,9,9,0,0,90.41,1,1, ,4,020497,3,2,1,1, ,1,1,2,1,1,3,4,1,4,4,2,2,1,2,2,1,1,1,1,2,2,2,1, ,2,4,1,1,4,4,3,1,1,1, ,1,1,14, , , ,7,9,2,7,7,0,0,7,2,2,3,3,3,1,1,1,1,1,2,3,5,1,1, ,1,5, ,2, ,5,1,62618,2,1988,1, ,2,2,3,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,1,1,Beardstown,Cass,40,0,0,0, , , , , ,1,217,0,3,1,3,3,3,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,2,0,1,0,0,1, ,0,1,0,0,0,0,0,0,1,0,0,1,0,2,4,1,3,1
1,1,2,0,0,88.2,0,0,0,3,021083,3,2,1,1, ,1,2,1,2,1,2,2,2,4,4,3,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,4,5,3,3,1,1, ,1,3,1, ,3, ,2,7,7,2,7,0,0,0,0,2,2,2,2,1,2,2,2,3,6,2,2,1,1, ,2,1,1, ,2,5,1,60586,5,1971,1, ,7,6,1,1,2,1, ,1, , , , , , , , , , , ,1,3,1,1,0,0,0,0,0,0,3,3,Plainfield,Will,41.61,0,1,0, , , , , ,1,815,0,1,1,3,3,3,1,1,1,2,1,1,1,0,1,0,1,0,0,1,0,2,0,1,0,0,5,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,3,3,1,1
1,3,1,0,0,87.73,0,0,0,2,013681,2,1, , ,1,1,2,3,3,3,2,9,9,2,4,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1, ,1,1,1,1,1,1,2,1, ,2,3,4, ,1, ,0,7,7,7,7,7,7,7,7,3,2,2,1,4,4,2,5,5,3,4,3,3, ,1,2,6, ,9, ,2,2,60076,13,1926,1, ,10,9,1,3,1,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,10,10,Skokie,Cook,42.03,0,0,1,1,0, , , ,2,847773,1,9,9,1,3,2,2,1,5,5,1,3, , , , ,1, ,0, ,0,4,0,0,0,1, , ,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,9,1,1
 ,2,9,1,0,90.32,1,0, ,4,018554,3,1, , ,1,1,2,2,2,1,1,4,9,1,4,2,2,1,1,1,2,1,1,2,2,1,1,1, ,2,3,1,2,4,2,2,2,1,1, ,1,3,11, ,14, ,0,0,3,7,7,3,3,0,0,3,3,1,3,3,4,4,5,5,2,5,7,2,4, ,2,1,1, ,2,5,1,62052,9,1953,1, ,8,5,3,3,2, , , , , , , , , , ,1, , ,1,11,14,0,1,0,0,0,0,1,0,3,3,Jerseyville,Jersey,39.11,0,0,0, , , , , ,1,618,0,3,9,1,3,3,2,2,5,5,1,2,0,0,1,0,1,0,0,1,0,3,0,0,1,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,2,2,3,1
1,1,3,0,0,89.33,0,0,1,3,020942,3,1, , ,1,1,1,1,1,1,2,4,9,5,5,1,1,2,2,2,1,2,2,3,2,2,1,2,2,2,4,1,1,3,5,2,2,1,5, ,2,2,1, ,6, ,0,0,1,5,0,0,7,0,0,1,1,3,2,2,2,2,3,2,1,3,2,3, ,1,2,5, ,3, ,5,1,61310,8,1956,1, ,8,1,1,2,2,1, , , , ,1, , , , , , , , ,1,6,1,0,1,0,0,0,0,0,3,3,Amboy,Lee,41.71,0,0,0, , , , , ,1,815,1,3,9,3,3,3,1,1,2,1,1,1,1,1,1,0,1,0,0,1,0,3,0,0,1,0,1, ,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,1,1
 ,3,9,0,0,88.09,1,0,1,4,021890,3,1, , ,1,1,1,2,1,3,3,5,1,2,2,2,2,1,1,2,3,1,2,1,2,1,2,2,2,2,3,2,2,1,2,1,2,1,1, ,1,2,4, ,14, ,7,3,7,7,2,3,0,2,2,2,1,1,2,2,2,2,5,5,4,3,4,1,4, ,2,1,1, ,1,5,1,60957,7,1964,5, ,7,6,2,2,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,3,3,Paxton,Ford,40.45,0,0,0, , , , , ,1,217,1,3,1,1,1,3,1,1,5,5,3,2,0,1, ,0,0,0,0,1,1,3,0,0,1,0,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,3,2,3
 ,3,9,0,0,89.41,1,0,0,4,018915,3,1, , ,1,1,2,1,2,1,1,2,9,5,4,3,2,1,1,2,1,2,2,2,1,1,2,2,1,1, ,1,1,5,5,3,3,1,1, ,1,3,4, ,14, ,0,7,7,5,5,0,0,0,0,3,2,3,2,3,1,4,1,1,2,3,3,3, ,1,2,1,1, ,1,5,1,62540,12,1937,1, ,8,1,1,2,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,3,3,Kincaid,Christian,39.58,0,0,0, , , , , ,1,217,1,1,9,3,3,3,1,2,1,1,1,1,1,0,1,0,1,0,0,1,0,4,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1
 ,1,8,0,0,89.54,0,0,1,3,021011,3,1, , ,1,1,2,2,1,1,2,4,4,1,4,3,1,1,2,1,1,1,1,2,2,2,1,2,2,2,4,1,2,1,1,1,1,1,5, ,1,2,1, ,13,HIGH TAXES,0,7,7,2,0,1,1,5,1,4,1,1,1,1,4,4,5,5,6,4,4,3, ,2,2,5, ,2, ,2,2,61611,11,1943,3, ,7,6,2,3,1,1, , , , , , , , , , , ,1, ,1,13,1,0,0,0,0,1,0,0,3,3,East Peoria,Tazewell,40.67,0,0,0, , , , , ,2,309630,0,3,3,1,3,2,2,2,5,5,3,2,0,1,1,0,0,0,0,1,1,4,0,0,0,1,5, ,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1,3,2,3
1,2,1,0,0,88.24,0,0,1,2,014614,2,2,1,1, ,1,2,2,2,1,2,4,4,1,2,2,2,1,1,2,1,2,2,1,2,3,2,2,2,2,4,1,3,2,2,1,2,1,1, ,3,2,3, ,1, ,0,7,7,7,7,3,3,7,1,3,1,1,2,1,4,4,5,1,5,4,5,3, ,2,2,2,1, ,2,5,1,60013,11,1942,1, ,7,7,3,3,2,1, ,1, , , , , , , , , , , ,3,1,1,1,0,0,0,0,0,0,3,3,Cary,McHenry,42.2,0,1,0, , , , , ,1,630815847224,0,3,3,1,1,3,2,2,5,1,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,4,3,1
1,9,9,0,0,87.96,0,0,1,2,018629,2,1, , ,1,1,1,2,3,3,1,5,1,5,2,1,2,2,3,3,2,1,2,1,1,1,1,1, ,2,4,2,2,1,2,1,1,1,1, ,2,2,14, ,14, ,7,7,7,7,7,0,0,2,1,2,1,1,2,2,3,4,3,3,6,6,4,1,4, ,2,3,1, ,2,5,1,60048,7,1964,1, ,4,9,2,9,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,2,Libertyville,Lake,42.28,0,1,0, , , , , ,1,847773224,0,3,1,3,1,3,2,2,2,2,1,2,0, , ,0,1,1,0,0,0,3,0,0,1,0, ,0,0,1,0,0,0,0,0,1,0,0, , , ,2,2,9,2,1
1,3,2,0,0,87.86,0,0, ,2,013365,2,2,1,1, ,1,1,2,2,2,5,1,1,5,9,1,1,1,1,1,1,2,2,2,2,3,1,2,2,3, ,1,2,5,4,1,5,3,5, ,2,4,5, ,3, ,0,7,7,0,0,0,0,0,0,3,3,3,4,3,4,4,4,4,3,5,9,3, ,5,2,5, ,2, ,4,1,60085,9,1952,5, ,3,1,9,3,1, , ,1, ,1, , , , , , , , , ,5,3,0,1,1,0,0,0,0,0,1,1,Waukegan,Lake,42.37,0,1,0, , , , , ,1,847224,1,1,1,3,9,1,2,2,2,2,3,2,0,0,0,1,0,0,0,0,1,3,0,0,1,0,1, ,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,9,3
1,2,1,0,0,87.61,0,0,0,2,019548,2,1, , ,1,1,2,3,2,1,3,9,2,4,2,3,2,2,2,2,1,2,2,3,2,3,2,3, ,1, ,1,1,1,4,3,2,2,1, ,3,2,3, ,1, ,9,3,1,7,3,3,7,0,2,3,2,3,1,1,5,5,5,5,3,3,3,3, ,1,2,4, ,1,2,5,1,60417,10,1947,1, ,3,9,1,2,2,1, ,1, , , , , , , , , , , ,3,1,1,1,0,0,0,0,0,0,1,1,Crete,Will,41.45,0,1,0, , , , , ,1,708,0,9,1,3,1,3,5,5,5,5,1,3, ,0,1,1,1,0,0,0,0,4,0,0,0,1, ,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,2,9,1,1
1,2,2,0,0,88.12,0,0,1,2,020574,2,1, , ,1,1,1,1,2,1,2,9,9,4,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1, ,1,2,1,3,2,4,1,2, ,3,2,3, ,13,ASSIMILATION,7,7,1,0,7,9,7,9,9,2,1,1,2,3,2,2,2,2,6,3,4,1,1, ,2,4, ,1,2,5,1,60010,5,1972,1, ,7,7,2,2,2, , ,1, , , , , , , , , ,1, ,3,16,0,1,0,0,0,0,0,0,3,3,Barrington,Cook,42.15,0,0,1,1,0, , , ,1,847630312224,0,9,9,3,1,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,2,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,3,4,2,1
 ,2,1,0,0,87.68,0, ,0,1,019149,1,1, , ,1,1,2,1,2,2,2,4,9,5,4,3,2,1,2,2,2,2,2,2,2,2,2,3, ,1, ,1,1,3,5,1,3,2,2, ,2,2,3, ,7, ,6,0,5,7,1,0,0,0,0,4,2,2,1,3,2,2,2,5,4,3,1,4, , , ,2,1, ,2,5,1,60616,8,1958,2, ,1,1,1,2,2, , ,1, , , ,1, , , , , , , ,3,7,1,1,0,0,0,0,0,0,1,1,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773630,0,3,9,3,3,3,1,1,1,5,2,1,1,0,0,1,0,0,1,0,0,3,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,2,1,1,2
 ,2,1,0,0,87.68,0,0,0,1,020028,1,1, , ,1,1,2,1,2,1,2,1,4,4,4,2,2,3,3,2,2,2,2,2,2,3,1,2,2,1, ,1,1,2,5,3,2,1,2, ,2,2,3, ,7, ,0,7,7,7,7,6,1,6,6,3,2,2,2,1,2,2,2,2,6,2,3,2,1, ,2,3,2, , ,5,1,60611,12,1937,1, ,10,9,1,1,2, , ,1, , , ,1, , , , , , , ,3,7,1,1,0,0,0,0,0,0,10,10,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773630,0,1,3,3,3,3,1,1,1,1,1,1,1,0,1, ,1, ,0, ,0,4,0,0,0,1, , ,1,0,1,0,0,0,1,0,0,0,1,0,0,2,1,9,1,1
1,2,1,0,0,87.98,0,0,1,2,014825,2,1, , ,1,1,1,2,2,1,2,4,4,4,9,3,1,1,2,1,2,2,2,1,1,3,2,2,1,2,2,1,1,4,3,2,2,1,1, ,4,2,13,SURVIVAL,1, ,1,6,1,7,7,2,1,2,2,2,1,1,2,1,1,2,3,2,6,2,4,3, ,4,2,3,1, ,1,5,1,60004,11,1942,1, ,7,9,2,1,2,1, , , , , , , , , , , ,1, ,16,1,1,1,0,0,0,0,0,0,3,3,Arlington Heights,Cook,42.09,0,0,1,1,0, , , ,1,847312224,0,3,3,3,9,3,1,1,2,1,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,9,2,1
1,1,2,0,0,88.3,0,1,1,2,019602,2,1, , ,1,1,1,2,2,3,4,9,9,1,9,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,3,1,1, ,1,3,1, ,11, ,7,7,2,7,2,7,7,7,7,1,1,1,2,2,1,2,5,5,5,4,2,1,1, ,1,1,1, ,2,5,2,60102,4,1977,1, ,8,6,1,3,2,1, , , , , , , , , ,1, , , ,1,11,1,1,0,0,0,0,0,0,3,3,Algonquin,McHenry,42.16,0,1,0, , , , , ,2,312847224,0,9,9,1,9,4,1,1,5,5,1,2,0,0, ,0,1,0,0,1,0,2,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,3,1,1
1,1,3,0,0,87.7,0,0,1,2,014728,2,1, , ,1,1,1,2,2,1,2,4,9,2,9,3,1,1,2,1,1,1,2,1,1,2,2,2,1,1, ,1,1,4,2,3,5,2,1, ,1,3,1, ,13,HEALTH IN GENERAL,0,4,5,7,7,0,1,0,0,3,1,3,3,3,1,2,1,3,2,3,6,3, ,4,2,1,1, ,1,2,2,60805,13,1925,1, ,8,1,3,2,1,1, , , , , , , , , , , ,1, ,1,15,1,0,1,0,0,0,0,0,3,3,Evergreen Park,Cook,41.72,0,0,1,1,0, , , ,2,708773,1,3,9,1,9,2,1,1,1,2,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,3,1
1,2,3,0,0,87.73,0,1,0,2,008900,2,2,1,1, ,1,1,1,2,1,2,9,1,5,4,4,2,2,2,2,2,2,2,2,2,2,1,1, ,1, ,1,1,4,5,3,1,1,1, ,2,2,3, ,5, ,0,3,3,5,5,2,0,0,1,3,2,2,1,1,1,1,5,1,4,1,1,3, ,3,1,2,1, ,2,2,2,60077,10,1947,2, ,3,3,1,1,1, , ,1, ,1, , , , , , , , , ,3,5,0,1,1,0,0,0,0,0,1,1,Skokie,Cook,42.03,0,0,1,1,0, , , ,2,847773224,1,9,1,3,3,2,1,1,5,1,2,1,1,0,1,1,0,0,1,0,0,4,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,1,2
1,9,9,0,0,87.73,0,0,1,2,024456,2,1, , ,1,1,2,3,2,1,2,4,4,1,9,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,4,4,2,3,3,1, ,1,2,14, , , ,7,1,1,7,1,7,1,0,0,2,1,2,2,1,5,2,5,5,1,3,4,2,1, ,2,1,2, , ,5,2,60076,1,1997,1, ,9,4,2,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,4,Skokie,Cook,42.03,0,0,1,1,0, , , ,2,847773,0,3,3,1,9,4,5,1,5,5,1,3, ,0,1,0,1,1,0,0,0,1,1,0,0,0,3, ,1,0,1,0,0,0,0,1,0,0,0,1,0,2,4,2,2,1
1,1,3,0,0,87.68,0,0,0,2,025089,2,1, , ,1,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1, ,1,1,1,4,2,4,2,2, ,2,2,1, ,4, ,0,7,7,7,7,0,1,0,7,1,2,2,1,1,1,1,1,5,5,1,1,1,4, ,2,1,1, ,2,5,2,60653,9,1953,2, ,2,4,1,1,2,1, , ,1, , , , , , , , , , ,1,4,1,0,0,1,0,0,0,0,1,1,Chicago,Cook,41.83,1,0,0, , , , , ,2,773312,1,1,1,1,1,4,1,1,1,5,2,2,0,0,0,1,0,0,1,0,0,3,0,0,1,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,2,1,2
1,1,2,0,0,88.3,0, ,0,2,027801,2,1, , ,1,1,2,3,3,3,3,3,3,1,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,1,1,4,2,3,1,1, ,2,2,1, ,3, ,0,5,3,4,4,3,0,1,1,3,2,2,2,1,2,2,3,3,3,3,4,4, , , ,5, ,3, ,5,2,60102,9,1954,1, ,7,4,2,2,2,1, ,1, , , , , , , , , , , ,1,3,1,1,0,0,0,0,0,0,3,3,Algonquin,McHenry,42.16,0,1,0, , , , , ,2,312847224,0,2,2,1,9,4,1,1,2,2,1,3, , , ,0,1,0,0,1,0,3,0,0,1,0,3, ,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2,2,2,1
1,1,1,0,0,87.68,0,0,1,2,028776,2,1, , ,1,1,2,1,2,1,2,2,4,2,3,3,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,1,1,4,2,3,2,1,1, ,3,3,1, ,2, ,7,5,7,5,5,0,0,3,3,2,1,1,4,1,2,2,5,2,6,3,5,3, ,1,2,2,1, ,2,5,2,60646,9,1954,1, ,8,9,3,2,2,1,1, , , , , , , , , , , , ,1,2,1,0,0,0,0,0,0,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,2,773847312,0,1,3,1,2,4,1,1,5,1,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0, ,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,2,9,3,1
 ,9,9,0,0,87.85,0,0,1,1,023673,1,2,1,1, ,1,1,2,3,2,3,3,3,2,2,1,1,3,3,3,3,1,3,1,1,1,1,2,1,2,4,1,1,1,2,1,1,1,1, ,2,2,14, , , ,7,3,3,3,4,5,2,9,9,4,1,1,2,4,2,3,5,5,6,3,9,1,4, ,2,5, ,1,2,5,2,60462,6,1968,1, ,7,7,9,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Orland Park,Cook,41.61,0,0,1,1,0, , , ,2,708,0,2,2,1,1,4,1,2,5,5,1,2,0, ,0,0,1,0,0,1,0,3,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,3,4,9,1
1,2,1,0,0,88.22,0,0,1,3,027087,3,1, , ,1,1,2,2,2,3,2,4,4,2,2,3,2,2,2,2,2,3,2,1,1,1,2,2,2,1, ,1,1,2,2,3,3,1,1, ,1,3,12, ,1, ,0,7,2,7,7,7,7,0,0,3,1,1,2,1,1,1,1,1,2,4,5,3, ,1,2,4, ,1,1,5,1,60408,11,1942,1, ,8,9,3,3,2,1, , , , , , , , , , ,1, , ,12,1,1,1,0,0,0,0,0,0,3,3,Braidwood,Will,41.26,0,1,0, , , , , ,1,815,0,3,3,1,1,3,1,1,1,1,1,2,0,0, ,0,1,0,0,1,0,4,0,0,0,1, ,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,9,3,1
 ,9,9,0,0,90.9,1,0,1,4,028340,3,1, , ,1,1,2,2,3,1,4,4,2,1,9,4,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,2,1, ,1,3,14, , , ,0,7,6,0,0,0,0,0,0,3,1,1,3,3,3,4,3,3,3,4,5,3, ,5,2,1,1, ,1,5,1,62314,13,1926,1, ,8,8,3,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Baylis,Pike,39.72,0,0,0, , , , , ,1,217,0,3,1,1,9,3,2,2,2,2,1,2,0, ,1,0,1,0,0,1,0,4,0,0,0,1, ,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,9,3,1
