id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,prim14_party,prim14_rep_gov,prim14_rep_gov_other,gov14_quin_raun,gov14_quin_raun_other,gov14_quin_brady,gov14_quin_brady_other,gov14_quin_dill,gov14_quin_dill_other,gov14_quin_ruth,gov14_quin_ruth_other,fix_deficit_il,tax_inc_temp,tax_temp_inc2,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_sales,tax_services,gamble_exp,tax_ret_inc,tax_ret_inc50k,pen_refbill,term_lim,term_leader,term_resp,term_expert,term_fresh,term_lobby,crpt_city_com,crpt_county_com,crpt_city_impact,crpt_state_com,crpt_st_impact,crpt_fed_com,crpt_fed_impact,gun_own,schoolgrd,schoolgrd_tax,gun_conceal_expt,gun_conceal_safe,local_ce,national_ce,news_accurate,say_from,say_from_other,q46_a1,q46_a2,q46_a3,q46_a4,q46_a5,q46_a6,q46_a7,q46_a8,q46_a9,q46_a10,q46_a11,q46_a12,q46,hc_medicaid,hc_ins_quality,hc_ins_cost,hc_get_ins,hc_delayed,hc_condition,abort_leg,lg_rights,education,ideology,party_aff1,employ_time,employ_type,retired_type,relig_att_often,relig_type,religion,born_again,zip,age,birth_yr,rac_eth1,rac_eth_other,hhinc1,news_loc_tv,news_nat_np,news_npr,news_radio,news_msnbc,news_fox,news_cnn,news_bbc,news_huffpo,news_comedy,news_social,news_oth_dum,news_oth_word,news_no_contact,Generation,hhinc,party_aff,rac_eth
001220,3,1, , ,1,1,2,2,2,1,3,1,10, ,1, ,1, ,1, ,1, ,2,2,4,2,2,2,3,1,2,1,2,1,3,2,2,3,1,1,1,3,1,3,9,3,2,4,3,3,4,1,9, ,2,1,3,2,2,11, ,4,6,1,3,2,11,10,88, , , , ,NEWSPAPERS ONLINE,1,3, , ,1,2,3,1,5,2,3,1,1, ,2,1, ,2,62236,4,1974,1, ,7,1,1,1,1,0,1,0,0,0,1,1,1,NEWSPAPERS ONLINE,0,3,4,3,1
002081,3,1, , ,1,1,1,2,1,1,2,9, , ,1, ,1, ,9, ,9, ,4,2,3,2,2,3,2,3,2,1,2,2,2,2,1,1,1,1,1,3,1,4,2,2,3,3,3,4,3,1,1,1,1,1,2,3,2,6, ,1,6, , , , , , , , , , , ,2,2,1, ,2, ,2,1,6,3,3,3, ,3,2,1, ,2,61254,13,1930,1, ,5,1,0,0,0,0,1,0,0,0,0,0,0, ,0,1,2,3,1
001054,2,1, , ,1,1,2,2,2,1,3,1,1, ,1, ,8,BRUCE RAUNER,4, ,4, ,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,4,4,3,2,3,2,3,1,2,2, ,1,2,2,2,2,1, ,5,6,4,1,2,10, , , , , , , ,2,3, , ,2, ,2,2,2,2,3,3, ,2,1,1, ,2,60656,13,1926,1, ,3,1,1,0,1,1,1,0,0,0,1,0,0, ,0,1,1,3,1
001455,2,1, , ,1,1,2,2,2,1,3,2, , ,3, ,3, ,3, ,4, ,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,4,1,1,2,1,1,3,1,2,1,3,1,4,1,2,1,2,1,2,2,3,2,99, ,8,6,5,10,1,2,4, , , , , , ,2,3, , ,2, ,3,2,1,3,1,3, ,1,4, ,1,2,60101,13,1926,1, ,1,1,1,0,1,1,1,0,1,0,1,0,0, ,0,1,1,1,1
000255,1,1, , ,1,1,2,2,2,1,1,9, , ,9, ,9, ,9, ,9, ,2,2,9,2,3,3,2,3,2,2,2,1,1,2,1,9,1,1,4,1,9,2,4,4,2,4,1,4,3,2,1,1,1,2,3,3,2,1, ,10,7,6,5,8,1,2, , , , , , ,2,9, , ,2, ,2,1,4,9,9,3, ,2,4, ,9, ,60611,13,1925,7, ,9,1,1,0,0,1,1,1,1,0,1,0,0, ,0,1,9,9,7
001289,1,1, , ,1,1,2,2,2,1,2,2, , ,3, ,3, ,3, ,3, ,3,3, ,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,4,2,4,4,3,3,3,2,2,4,2,2, ,1,2,3,3,2,3, ,3,9,5,10,2,11,1,4, , , , , ,2,3, , ,1,4,1,1,6,2,1,1,1, ,5, ,1,2,60653,8,1955,2, ,6,1,1,1,1,1,0,0,0,1,1,1,0, ,0,2,3,1,2
000184,2,1, , ,1,1,2,2,2,1,3,9, , ,9, ,1, ,1, ,1, ,2,2,3,1,1,2,1,3,2,1,2,1,1,2,2,1,1,3,1,2,2,2,3,4,9,4,3,3,2,1,1,2,1,8,3,3,2,88,NORTHERN SUBURBS,3,5,1,4,88, , , , , , , ,THE HAROLD,2,3, , ,2, ,2,1,1,3,1,3, ,1,3,1, ,2,60060,99,0,1, ,1,1,0,1,1,1,0,0,0,0,0,0,1,THE HAROLD,0,0,1,1,1
002372,2,1, , ,1,1,2,1,2,1,2,2, , ,3, ,3, ,3, ,3, ,3,3, ,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,3,2,3,2,1,1,2,2,1,2,2,2,2, ,1,2,3,4,2,5, ,8,1,10,7, , , , , , , , , ,2,1, , ,2, ,1,2,5,2,1,3, ,4,1,1, ,1,60073,8,1956,1, ,6,1,0,0,0,0,0,1,1,0,1,0,0, ,0,2,3,1,1
000860,1,2,1,1, ,1,1,2,2,2,3,2, , ,3, ,3, ,3, ,3, ,3,1, ,2,2,2,3,3,2,3,1,1,2,2,1,4,1,1,2,4,1,4,3,4,4,4,2,4,9,1,1,1,9,8,2,3,2,11, ,4,2,5,3,6,7,1, , , , , , ,2,3, , ,2, ,2,2,4,1,1,2,1, ,2,1, ,1,62801,7,1962,2, ,4,1,1,1,1,1,1,1,0,0,0,0,0, ,0,2,2,1,2
002399,3,2,1,1, ,1,2,2,2,2,2,1,5, ,1, ,1, ,1, ,1, ,3,1, ,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,4,2,4,4,3,3,4,4,3,4,1,2, ,1,2,4,4,3,6, ,1,5, , , , , , , , , , , ,2,3, , ,2, ,3,1,6,3,3,3, ,3,1,1, ,2,62681,10,1947,1, ,5,1,0,0,0,1,0,0,0,0,0,0,0, ,0,2,2,3,1
001592,2,1, , ,1,1,2,2,2,1,2,9, , ,1, ,1, ,1, ,1, ,3,1, ,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,2,3,1,4,3,3,2,4,2,3,4,2,9, ,1,2,2,2,3,1, ,5,11,1,7,2, , , , , , , , ,2,3, , ,2, ,1,3,3,2,1,3, ,1,1,1, ,2,60453,11,1939,1, ,9,1,1,0,0,1,0,1,0,0,0,1,0, ,0,1,9,1,1
002239,2,1, , ,1,1,1,2,2,1,3,1,1, ,1, ,1, ,1, ,1, ,2,2,4,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,4,1,3,4,4,2,4,2,3,4,1,1,1,1,1,3,4,2,1, ,4,2,5,1,6, , , , , , , , ,2,3, , ,2, ,3,3,6,3,3,1,4, ,1,1, ,2,60453,9,1953,1, ,5,1,1,0,1,1,1,0,0,0,0,0,0, ,0,2,2,3,1
001200,3,1, , ,1,1,2,2,2,2,5,9, , ,1, ,1, ,1, ,1, ,2,2,4,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,1,2,3,3,4,3,4,4,4,1,1,2,1,8,3,3,2,88,WEST CENTRAL ILLINOIS,3,6,5,1,4,7, , , , , , , ,2,3, , ,2, ,2,2,3,3,3,4, , ,2,1, ,2,99999,8,1956,7, ,9,1,0,1,1,1,1,1,0,0,0,0,0, ,0,2,9,3,7
001824,3,1, , ,1,1,2,2,2,1,3,3, , ,1, ,1, ,1, ,1, ,2,3, ,2,2,2,2,1,2,1,2,2,2,3, ,2,1,1,2,2,1,4,1,1,1,4,2,3,2,2,2, ,2,2,2,2,2,11, ,7,5,6,1, , , , , , , , , ,2,3, , ,2, ,2,1,4,2,9,3, ,1,1,1, ,2,62231,10,1945,1, ,2,1,0,0,0,1,1,1,0,0,0,0,0, ,0,1,1,9,1
002198,3,1, , ,1,1,2,1,1,1,2,2, , ,3, ,3, ,9, ,3, ,2,1, ,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,4,1,3,3,3,2,4,2,3,2,1,2, ,1,1,2,2,2,11, ,11,2,10,3,4,1,6,7, , , , , ,1,2,1, ,2, ,1,1,2,2,1,4, , ,2,1, ,2,61670,8,1956,1, ,4,1,1,1,1,0,1,1,0,0,1,1,0, ,0,2,2,1,1
000499,2,1, , ,1,1,2,2,2,2,3,3, , ,1, ,1, ,1, ,1, ,3,2,4,1,2,2,1,2,2,1,2,2,1,2,2,2,1,9,2,3,2,3,3,3,3,3,3,4,4,2,1,2,1,2,2,2,2,88,NORTH EAST ILLINOIS,5,7,6,4, , , , , , , , , ,2,3, , ,2, ,3,3,5,3,3,4, , ,1,1, ,2,60302,8,1958,1, ,4,0,0,0,1,1,1,1,0,0,0,0,0, ,0,2,2,3,1
000868,2,1, , ,1,1,2,3,2,1,1,1,10, ,2, ,2, ,2, ,2, ,2,1, ,1,1,3,3,1,3,1,1,1,2,2,1,2,2,3,9,2,3,2,2,2,2,3,3,2,3,2,2, ,2,2,2,3,3,4, ,11,9,4,3,8, , , , , , , , ,2,3, , ,1,3,3,2,5,3,3,2,4, ,1,1, ,1,60185,6,1964,1, ,2,0,0,1,1,0,0,0,1,1,0,1,0, ,0,2,1,3,1
001707,2,1, , ,1,1,1,1,2,1,2,1,1, ,3, ,4, ,1, ,1, ,3,2,4,2,1,2,2,2,2,3,2,2,2,2,2,2,1,1,1,4,1,9,2,3,2,3,9,3,3,2,2, ,1,2,3,3,2,1, ,2,7,4,1,10,5,8, , , , , , ,2,3, , ,2, ,1,1,5,3,3,3, ,1,5, ,1,2,60090,11,1940,1, ,3,1,1,0,1,1,0,1,1,0,1,0,0, ,0,1,1,3,1
000165,3,1, , ,1,1,2,2,2,2,4,1,10, ,9, ,1, ,1, ,1, ,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,9,9,1,3,4,4,2,4,3,4,4,1,1,1,1,8,3,3,2,6, ,3,5,1,7,6, , , , , , , , ,2,3, , ,2, ,3,3,2,3,3,3, ,9,2,1, ,1,62510,9,1952,1, ,4,1,0,1,0,1,1,1,0,0,0,0,0,NEWSPAPERS ONLINE,0,2,2,3,1
000450,3,1, , ,1,1,1,2,2,2,3,1,10, ,1, ,1, ,1, ,1, ,2,2,4,3,3,3,2,1,2,2,2,2,2,2,2,3,1,1,1,4,1,4,4,4,4,4,4,4,4,1,1,2,1,1,4,4,2,11, ,8,7,6,10,5,2,1,3,4, , , , ,9,2,1, ,2, ,2,1,5,9,2,1,4, ,4, ,1,2,62243,6,1964,5, ,4,1,1,1,1,1,1,1,1,0,1,0,0, ,0,2,2,2,3
001147,3,1, , ,1,1,1,2,2,1,3,9, , ,1, ,1, ,1, ,1, ,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,3,1,2,3,2,3,1,1,2,2,4,3,4,2,1,2, ,1,1,2,2,2,8, ,6,11,8,1,3,4, , , , , , , ,2,3, , ,2, ,2,3,2,3,3,3, ,4,4, ,1,2,61260,10,1947,1, ,1,1,0,1,1,0,1,0,1,0,0,1,0, ,0,2,1,3,1
002357,3,1, , ,1,1,2,2,2,1,3,3, , ,1, ,1, ,1, ,1, ,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,4,1,2,1,4,1,1,3,3,1,2,2,4,2,1,1,1,2,9,2,2,2,88,EAST CENTRAL,7,2,6, , , , , , , , , , ,2,3, , ,2, ,2,3,4,2,2,3, ,3,1,1, ,2,61883,10,1948,1, ,4,0,1,0,0,0,1,1,0,0,0,0,0, ,0,2,2,2,1
000003,3,1, , ,1,1,1,1,2,1,2,3, , ,1, ,1, ,1, ,1, ,2,2,4,2,2,3,1,2,2,1,2,1,1,2,2,3,1,1,1,2,1,1,3,2,2,4,3,4,3,2,1,1,1,1,3,3,2,1, ,7,11,6,3,4,5,2, , , , , , ,2,3, , ,2, ,2,1,2,1,1,1,1, ,5, ,1,2,60450,4,1978,1, ,5,0,1,1,1,1,1,1,0,0,0,1,0, ,0,3,2,1,1
000005,3,1, , ,1,1,2,1,1,1,4,2, , ,3, ,3, ,3, ,3, ,3,2,1,2,2,2,2,1,2,2,2,1,1,1, ,1,2,3,1,1,4,1,3,3,2,4,4,3,3,2,1,1,1,8,4,3,3,11, ,3,5,6,4,7,1,11, , , , , , ,2,3, , ,2, ,1,1,6,1,1,1,3, ,4, ,2, ,62439,4,1977,1, ,4,1,0,1,1,1,1,1,0,0,0,1,0, ,0,3,2,1,1
000400,3,1, , ,1,1,1,2,2,1,4,1,3, ,1, ,1, ,1, ,1, ,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,3,1,4,1,4,1,4,4,3,3,4,4,4,4,1,1,1,1,1,3,4,3,6, ,1,10,4,11,6, , , , , , , , ,2,2,1, ,1,2,2,3,3,2,1,3, ,1,1,1, ,2,61547,10,1947,1, ,6,1,0,0,1,0,1,0,0,0,1,1,0, ,0,2,3,1,1
000838,3,1, , ,1,1,1,2,2,2,3,9, , ,9, ,1, ,1, ,1, ,5,2,4,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,3,4,2,3,4,9,3,4,4,3,3,1,9, ,1,1,3,2,3,88,ROCKFORD,6,11,2, , , , , , , , , , ,1,3, , ,2, ,2,3,5,3,3,1,1, ,2,1, ,2,61084,4,1975,1, ,9,0,1,0,0,0,1,0,0,0,0,1,0, ,0,3,9,3,1
001278,3,1, , ,1,1,2,2,2,2,4,1,3, ,1, ,1, ,1, ,1, ,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,1,1,1,3,1,9,3,3,2,4,4,3,2,1,1,1,1,1,3,3,3,11, ,11,6,4,1,10,7,9,5, , , , , ,2,3, , ,2, ,1,1,2,1,3,1,9, ,3,1, ,2,62801,9,1952,1, ,5,1,0,0,1,1,1,1,0,1,1,1,0, ,0,2,2,3,1
001499,3,1, , ,1,1,2,2,2,2,2,9, , ,9, ,9, ,9, ,9, ,3,1, ,2,2,2,2,2,2,2,2,1,1,2,1,3,1,1,1,3,1,4,1,1,9,3,3,4,4,1,1,2,2,2,2,3,2,1, ,1,7,4, , , , , , , , , , ,9,3, , ,1,2,1,1,3,9,2,4, , ,3,2, , ,61645,6,1967,2, ,5,1,0,0,1,0,0,1,0,0,0,0,0, ,0,3,2,2,2
001955,3,1, , ,1,1,1,2,2,2,4,1,1, ,1, ,1, ,8,RAUNER,1, ,2,2,4,1,1,2,1,2,2,1,2,2,2,2,1,4,1,1,1,1,1,1,2,2,2,3,3,4,3,1,1,1,1,1,3,4,3,5, ,4,1,10,6, , , , , , , , , ,1,2,1, ,2, ,2,2,2,3,3,3, ,1,3,1, ,2,61115,11,1939,1, ,4,1,0,0,1,0,1,0,0,0,1,0,0, ,0,1,2,3,1
002392,3,1, , ,1,1,2,2,2,1,3,9, , ,1, ,1, ,1, ,1, ,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,3,1,1,2,3,1,2,3,3,2,4,4,4,4,2,1,1,2,2,1,2,2,5, ,1,11, , , , , , , , , , , ,2,3, , ,2, ,2,3,5,3,2,2,2, ,1,1, ,1,60435,6,1966,1, ,4,1,0,0,0,0,0,0,0,0,0,1,0, ,0,3,2,2,1
002003,3,1, , ,1,1,1,2,2,1,2,2, , ,3, ,1, ,1, ,1, ,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2, ,1,2,3,3,3,8, ,6,8,10,1,5, , , , , , , , ,2,3, , ,2, ,2,2,3,2,1,3, ,1,1,1, ,2,61460,10,1945,1, ,5,1,0,0,0,1,1,0,1,0,1,0,0, ,0,1,2,1,1
002375,3,1, , ,1,1,1,2,2,2,4,1,1, ,1, ,1, ,1, ,1, ,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,9,1,1,1,4,2,3,3,4,3,3,3,3,3,1,2, ,2,8,4,4,2,11, ,1,4,2,6, , , , , , , , , ,2,3, , ,2, ,1,4,6,3,2,3, ,3,1,1, ,1,62957,12,1937,1, ,5,1,1,0,1,0,1,0,0,0,0,0,0, ,0,1,2,2,1
001006,2,2,1,1, ,1,1,2,2,2,4,3, , ,8,DILLARD,3, ,8,MYSELF,1, ,1,1, ,2,2,2,2,2,2,2,2,2,1,1, ,3,1,1,4,1,1,4,4,4,4,4,4,4,4,2,1,2,1,2,4,4,3,4, ,2,5,4,1,11,10,7,8, , , , , ,1,3, , ,2, ,1,1,3,1,1,2,1, ,1,1, ,1,60471,6,1965,2, ,1,1,1,0,1,1,0,1,1,0,1,1,0, ,0,3,1,1,2
002300,1,2,1,1, ,1,1,3,1,1,1,2, , ,1, ,3, ,3, ,3, ,4,2,3,2,2,1,2,2,2,2,2,2,1,2,2,4,1,1,2,4,1,3,3,3,3,2,2,3,3,1,2, ,1,2,2,2,3,1, ,4,11,9,3, , , , , , , , , ,9,4, ,1,1,3,1,1,3,2,1,4, , ,3,1, ,2,60609,1,1994,3, ,1,0,0,1,1,0,0,0,0,1,0,1,0, ,0,4,1,1,3
000715,2,1, , ,1,1,2,1,1,1,2,2, , ,1, ,3, ,3, ,3, ,1,1, ,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1,4,1,4,3,3,2,3,3,3,2,2,1,1,1,2,2,2,2,1, ,2,4,7,1,6,3,10, , , , , , ,2,3, , ,2, ,1,1,6,1,1,3, ,9,1,1, ,2,60649,11,1940,2, ,5,1,1,1,1,0,1,1,0,0,1,0,0, ,0,1,2,1,2
001206,2,1, , ,1,1,2,3,2,1,1,2, , ,3, ,3, ,3, ,3, ,1,1, ,2,2,2,2,2,2,3,2,1,2,2,1,2,1,1,4,3,2,3,2,2,1,3,2,3,4,2,2, ,1,2,2,2,2,2, ,8,11,3,2, , , , , , , , , ,2,3, , ,2, ,1,1,5,1,1,1,1, ,5, ,3, ,60010,5,1971,1, ,6,0,1,1,0,0,0,0,1,0,0,1,0, ,0,3,3,1,1
002086,1,1, , ,1,1,2,1,1,1,2,2, , ,3, ,1, ,3, ,3, ,1,2,2,1,1,1,2,1,1,1,2,2,2,1, ,3,1,1,1,3,1,3,2,2,3,3,3,3,2,2,2, ,1,2,3,3,3,1, ,1,5,8,2,3,7,11, , , , , , ,2,3, , ,1,4,1,1,6,1,1,1,3, ,3,1, ,2,60616,7,1959,2, ,9,1,1,1,0,1,0,1,1,0,0,1,0, ,0,2,9,1,2
002828,3,2,1,1, ,1,2,2,2,2,4,9, , ,4, ,4, ,9, ,9, ,2,2,4,1,2,3,3,1,2,1,2,1,2,2,2,3,1,1,1,4,1,4,4,4,4,4,4,4,4,1,2, ,1,1,3,3,2,88,NORTHWEST SIDE,3,9,10,1,7,6,2,11,8,4,5, , ,1,2,1, ,2, ,1,1,5,9,2,1,3, ,1,1, ,2,60014,8,1954,7, ,3,1,1,1,1,1,1,1,1,1,1,1,0, ,0,2,1,2,7
003233,3,2,1,1, ,1,2,1,2,1,3,3, , ,1, ,1, ,1, ,1, ,2,2,3,2,2,2,2,2,1,2,2,1,1,1, ,4,1,1,1,3,1,3,2,2,4,2,4,4,4,1,1,1,1,1,2,2,2,11, ,4,6,7,1,3, , , , , , , , ,2,3, , ,1,3,2,3,3,2,1,1,3, ,2,1, ,1,62959,5,1969,1, ,4,1,0,1,1,0,1,1,0,0,0,0,0, ,0,3,2,1,1
003915,2,1, , ,1,1,1,2,2,2,2,3, , ,8,NEITHER,8,NEITHER,3, ,8,NEITHER,2,2,4,2,2,2,1,3,1,2,2,2,1,2,2,4,1,1,3,4,2,1,4,4,4,3,4,3,3,1,2, ,1,8,3,3,4,5, ,5,1,4,7,8,10,2,11,6, , , , ,2,3, , ,2, ,4,2,6,2,1,1,1, ,4, ,1,2,60143,10,1946,1, ,5,1,1,0,1,1,1,1,1,0,1,1,0, ,0,1,2,1,1
002639,2,2,1,1, ,1,1,2,2,2,3,9, , ,1, ,3, ,1, ,3, ,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,4,1,3,4,3,3,4,4,4,3,2,2, ,1,2,3,3,3,1, ,10,8,5,2,6,1,7,9,3,4,11, , ,2,9, , ,2, ,1,1,6,2,1,1,1, ,5, ,1,2,60047,10,1946,1, ,7,1,1,1,1,1,1,1,1,1,1,1,0, ,0,1,4,1,1
000204,2,2,1,1, ,1,2,2,2,2,3,9, , ,1, ,4, ,9, ,9, ,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,4,1,1,1,4,4,4,4,4,4,3,4,2,1,1,2,2,3,1,3,1, ,2,11,1,3,4,6,5,7,10, , , , ,1,2,1, ,2, ,2,1,2,3,1,1,3, ,3,2, , ,60620,4,1975,7, ,2,1,1,1,1,1,1,1,0,0,1,1,0, ,0,3,1,1,7
003702,1,1, , ,1,1,2,2,1,1,2,2, , ,3, ,3, ,3, ,3, ,3,2,3,2,2,3,1,2,2,2,1,1,1,2,2,1,1,2,2,9,2,9,3,4,2,3,3,9,4,2,1,1,1,2,4,4,3,1, ,8,6,4,5,2,10,7,1,3,9, , , ,2,3, , ,2, ,1,1,6,1,1,1,1, ,2,2, , ,60610,99,0,1, ,7,1,1,1,1,1,1,1,1,1,1,0,0, ,0,0,4,1,1
003759,1,2,1,1, ,1,1,1,1,1,2,2, , ,1, ,3, ,3, ,3, ,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,3,2,3,3,4,4,4,3,3,3,2,2, ,2,2,3,4,2,1, ,9,6,10,8,7,2,3,4,11,1, , , ,2,2,1, ,1,2,2,2,6,2,1,1,1, ,3,1, ,2,60605,8,1958,4, ,7,1,1,1,1,0,1,1,1,1,1,1,0, ,0,2,4,1,3
003235,2,1, , ,1,1,2,2,2,2,2,1,4, ,1, ,1, ,1, ,1, ,3,3, ,2,2,2,1,2,2,3,2,2,2,3, ,9,1,2,2,2,2,2,2,2,2,3,2,3,2,2,1,2,2,2,2,2,3,2, ,9,5,1,11,3,6,10, , , , , , ,2,3, , ,2, ,2,2,5,3,3,2,4, ,1,1, ,2,60110,6,1964,1, ,4,1,0,1,0,1,1,0,0,1,1,1,0, ,0,2,2,3,1
003054,3,1, , ,1,1,1,2,2,2,2,1,1, ,1, ,1, ,1, ,1, ,3,2,3,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,3,1,2,4,4,3,3,3,3,4,1,1,1,1,1,3,3,2,5, ,11,3,4,1,6, , , , , , , , ,2,3, , ,2, ,2,2,3,3,3,3, ,1,1,1, ,1,61240,12,1938,1, ,9,1,0,1,1,0,1,0,0,0,0,1,0, ,0,1,9,3,1
003559,2,1, , ,1,1,2,2,2,2,3,1,10, ,1, ,1, ,1, ,1, ,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,9,1,2,2,2,1,9,4,3,2,4,3,3,2,2,1,2,1,2,2,2,3,88,NORTHWEST SUBURB,1,5,8,4,7,6, , , , , , , ,1,3, , ,2, ,2,1,4,3,3,1,1, ,1,2, , ,60193,5,1973,3, ,7,1,0,0,1,1,1,1,1,0,0,0,0, ,0,3,4,3,3
005789,1,2,1,1, ,1,1,1,1,1,3,2, , ,9, ,9, ,9, ,9, ,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,1,1,2,2,2,2,3,1, ,8,2,6,5,1,7,11, , , , , , ,1,3, , ,2, ,1,2,3,2,1,1,1, ,5, ,3, ,60657,6,1968,4, ,3,1,1,0,0,1,1,1,1,0,0,1,0, ,0,3,1,1,3
005936,2,1, , ,1,1,1,2,2,1,2,2, , ,1, ,1, ,1, ,1, ,2,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,3,3,3,2,3,2,3,3,1,2, ,1,2,3,4,3,1, ,2,8,7,6,1, , , , , , , , ,2,2,1, ,1,3,3,3,6,3,3,1,3, ,4, ,1,1,60631,9,1953,1, ,6,1,1,0,0,0,1,1,1,0,0,0,0, ,0,2,3,3,1
005754,1,1, , ,1,1,2,1,3,2,3,2, , ,3, ,9, ,3, ,3, ,2,3, ,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,4,1,3,4,4,3,2,3,2,2,2,1,1,2,2,4,4,3,1, ,1,2,11,7,9, , , , , , , , ,2,2,1, ,2, ,4,1,6,9,1,1,1, ,3,9, , ,99999,99,0,7, ,9,1,1,0,0,0,0,1,0,1,0,1,0, ,0,0,9,1,7
003823,3,2,1,1, ,1,2,2,2,2,3,1,8, ,1, ,1, ,1, ,1, ,2,1, ,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,3,2,4,4,4,2,4,4,4,4,1,1,1,1,1,4,2,2,11, ,7,11,4,1,6,2,3, , , , , , ,2,4, ,2,1,3,2,3,3,3,3,2,4, ,2,1, ,1,62966,9,1951,1, ,3,1,1,1,1,0,1,1,0,0,0,1,0, ,0,2,1,3,1
002537,1,1, , ,1,1,1,3,3,3,3,3, , ,3, ,3, ,3, ,3, ,3,1, ,2,2,2,1,2,2,1,2,1,1,1, ,1,1,1,2,4,1,3,4,4,3,3,3,1,1,2,1,1,2,2,3,3,3,1, ,7,8,4,5,1,6,2, , , , , , ,2,3, , ,2, ,2,2,6,3,3,1,1, ,2,1, ,2,60616,9,1951,3, ,7,1,1,0,1,1,1,1,1,0,0,0,0, ,0,2,4,3,3
000931,3,1, , ,1,1,2,2,2,3,5,9, , ,1, ,1, ,1, ,1, ,2,2,4,1,1,1,1,1,1,2,2,1,2,2,2,1,1,4,1,4,1,4,4,4,4,4,4,4,4,1,2, ,1,1,4,2,2,6, ,6,2,3,1,11,7,5, , , , , , ,1,3, , ,2, ,1,1,2,3,3,1,1, ,5, ,9, ,62014,7,1959,1, ,3,1,1,1,0,1,1,1,0,0,0,1,0, ,0,2,1,3,1
004509,3,2,1,1, ,1,1,2,2,1,3,3, , ,9, ,9, ,9, ,9, ,3,3, ,2,3,2,2,2,2,2,2,2,1,3, ,9,1,1,1,4,4,4,4,9,1,4,9,4,3,2,2, ,2,8,2,2,2,5, ,3,8, , , , , , , , , , , ,2,2,1, ,1,2,1,1,3,2,8,1,1, ,5, ,2, ,61010,7,1962,1, ,3,0,0,1,0,0,0,0,1,0,0,0,0, ,0,2,1,9,1
005397,1,2,1,1, ,1,1,2,2,2,2,1,10, ,1, ,1, ,1, ,1, ,5,2,4,3,2,2,3,1,3,3,2,2,2,2,1,2,2,3,3,1,1,1,4,9,2,4,3,4,9,9,1,2,9,8,2,4,2,88,GOLD COAST,8,6,1,2, , , , , , , , , ,2,3, , ,2, ,2,2,6,9,3,1,4, ,4, ,1,2,60610,7,1962,2, ,7,1,1,0,0,0,1,0,1,0,0,0,0, ,0,2,4,3,2
004479,2,2,1,1, ,1,1,2,2,2,2,9, , ,1, ,1, ,3, ,1, ,2,2,4,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,4,1,1,3,4,9,4,4,9,3,2,1,1,2,1,1,3,2,2,1, ,10,7,1,8,5,6, , , , , , , ,2,3, , ,2, ,2,1,2,1,1,1,1, ,4, ,1,2,60634,5,1970,4, ,3,1,0,0,0,1,1,1,1,0,1,0,0, ,0,3,1,1,3
005111,2,2,1,1, ,1,1,2,2,1,3,1,1, ,1, ,1, ,1, ,1, ,2,1, ,1,1,1,2,2,2,1,2,1,1,1, ,4,1,1,2,4,2,4,1,3,2,4,3,4,4,2,1,2,1,2,4,3,3,5, ,7,1,8,6,4,9, , , , , , , ,2,3, , ,2, ,2,2,5,3,3,1,2, ,2,1, ,2,60089,8,1957,1, ,5,1,0,0,1,0,1,1,1,1,0,0,0, ,0,2,2,3,1
